id,name,latitude,longitude,state,city,type,holes,par,phone,website,year_built,address,postal_code,total_yardage,distance_mi
3446b181-649f-441b-9ce6-2e97abca52e3,The Bluffs At The National Golf Club Of Kansas City,39.2120416,-94.7013459,MO,Parkville,Private,12,70,,https://www.invitedclubs.com/clubs/the-deuce-at-the-national-golf-club,2001,"6415 N National Dr, Parkville, MO 64152, USA",64152,,10.2
4b5c59d3-9b3a-4a89-b771-310093d2b142,Oakwood Country Club,38.9480862,-94.5530079,MO,Kansas City,Private,14,72,(816) 761-5501,http://www.oakwoodcountryclub.org/,1912,"9800 Grandview Rd, Kansas City, MO 64137, USA",65137,,10.6
2037e9ac-8e58-4125-ad2f-c947e7df4039,Oakwood Country Club Par 3 Course,38.9480862,-94.5530079,MO,Kansas City,Private,8,27,(816) 761-5501,http://www.oakwoodcountryclub.org/,2024,"9800 Grandview Rd, Kansas City, MO 64137, USA",65137,,10.6
d61fdd7f-e2df-42d0-af93-538a962ae678,National Golf Club Of Kansas City,39.2187814,-94.7120491,MO,Parkville,Private,14,72,,https://www.invitedclubs.com/clubs/the-national-golf-club,2000,"6700 N National Dr, Parkville, MO 64152, USA",64152,,10.9
e196f49e-8706-4139-acb0-b15a45f0fcf5,Lake Quivira Country Club,39.0467382,-94.7711614,KS,Lake Quivira,Private/Resort,13,71,,http://www.lakequivira.org/,1928,"100 Crescent Blvd, Lake Quivira, KS 66217, USA",66106,,11.0
c2557839-425a-5e12-ace8-531867297105,Hodge Park Golf Club,39.2547,-94.4994,MO,Kansas City,Public,18,70,+1-816-781-4152,https://www.hodgeparkgolf.com,1976,7000 NE Barry Rd,64156,6050,11.5
2bcadc69-0b58-4bb9-bfef-db1a212efea2,Teetering Rocks Executive Links,38.965264,-94.440537,MO,Kansas City,Public,13,66,+1 (816) 356-1111,http://www.teeteringrocks.com/,1985,Crysler Drive,64138,,11.9
5a745354-3991-4388-b154-a637aff25d1f,Hallbrook Country Club,38.9244197,-94.6110734,KS,Leawood,Private,10,72,(913) 345-9292,http://www.hallbrookcc.org/,1988,"11200 Overbrook Rd, Leawood, KS 66211, USA",66211,,12.2
46e581e7-9fed-47c6-9e0a-a583bedd51af,Minor Park Golf Course,38.9226177,-94.5827608,MO,Kansas City,Public/Municipal,15,70,(816) 513-8515,http://www.minorparkgolfcourse.com/,1965,"11215 Holmes Rd, Kansas City, MO 64131, USA",64131,,12.2
9ed170a3-3398-5018-8c73-28512588c2e2,Shoal Creek Golf Course,39.263,-94.4944,MO,Kansas City,Public,18,71,+1-816-407-7242,https://www.shoalcreekgolf.com,2001,8905 N Shoal Creek Pkwy,64157,6950,12.2
122447ae-6adb-499f-94ef-a2b7f1d6e30b,Brookridge Golf Fitness West Nine,38.9384386,-94.6818404,KS,Overland Park,Private,7,36,,http://www.brookridgegf.com/,1960,"8223 103rd St, Overland Park, KS 66212, USA",66212,,12.4
95dd1b65-cfd8-4512-bc77-5f9b3ddee76a,Brookridge Golf Fitness Championship Course,38.9384386,-94.6818404,KS,Overland Park,Private,13,70,913-648-1600,http://www.brookridgegf.com/,1960,"8223 103rd St, Overland Park, KS 66212, USA",66212,,12.4
e8a36281-7eb1-4c8f-b98a-694876b9ad7c,Tiffany Greens Golf Club,39.2742721,-94.6459609,MO,Kansas City,Semi-Private,13,72,6666666667,http://www.tiffanygreensgolf.com/,1999,"5900 NW Tiffany Springs Pkwy, Kansas City, MO 64154, USA",64154,,12.6
622c0fd6-856c-41c7-8c10-e0d1f6a5aec7,Tomahawk Hills Golf Course,38.9997405,-94.7908587,KS,Shawnee,Public/Municipal,14,70,9999999999,https://jcprd.com/329/Tomahawk-Hills,1910,"17501 Midland Dr, Shawnee, KS 66217, USA",66217,,13.3
bd8d04a3-82ea-4c9b-86e2-683319aaaad8,Blue Hills Country Club,38.8991643,-94.6020129,MO,Kansas City,Private,13,72,(816) 942-3292,http://bluehillscc.com/,1963,"777 W Burning Tree Dr, Kansas City, MO 64145, USA",65145,,13.9
f529fc39-7663-4f05-8447-7e9ca0c91ff2,Country Club Of Leawood,38.8970475,-94.6163675,KS,Leawood,Private,9,71,1323804656,https://www.ccleawood.net/,1968,"12700 Overbrook Rd, Leawood, KS 66209, USA",65145,,14.1
1170b427-681b-4138-af10-471e5efb5f32,Lake Of The Forest Golf Course,39.0658782,-94.8390735,KS,Bonner Springs,Private,,,221101.0902,https://lakeoftheforestkansas.com/,1922,"100 Lake Of The Forest, Bonner Springs, KS 66012, USA",66113,,14.2
987b51b9-023e-4ab8-af11-4acfe39737e8,Canyon Farms Golf Club,38.9694811,-94.7943405,KS,Lenexa,Semi-Private,12,71,1.4444444444,http://www.canyonfarmsgolfclub.com/,2007,"17501 W 87th St Pkwy, Lenexa, KS 66219, USA",66220,,14.7
1d9654d9-0185-4400-953e-e397029da3e9,Sunflower Hills Golf Course,39.1036132,-94.8603399,KS,Bonner Springs,Public,11,72,(913) 573-8570,http://www.sunflowerhillsgolfcourse.com/,1977,"12200 Riverview Ave, Bonner Springs, KS 66012, USA",66012,,15.1
d9649687-435a-4cf6-86d2-2415fc181e6b,Deer Creek Golf Club,38.8887289,-94.6662324,KS,Overland Park,Semi-Private,7,72,,,1989,"7000 W 133rd St, Overland Park, KS 66209, USA",66085,,15.3
fa0448f6-6b60-429c-aa97-12b8546a502e,Sykes Lady Overland Park Golf Club West North Course,38.9017669,-94.7222016,KS,Overland Park,Public/Municipal,10,70,913-890-1600,http://www.golfop.com/,1971,"12501 Quivira Rd, Overland Park, KS 66213, USA",66213,,15.7
2ec888c8-f5b9-4983-b722-e97779d012bf,Sykes Lady Overland Park Golf Club Par 3 Course,38.9017669,-94.7222016,KS,Overland Park,Public/Municipal,5,27,913-890-1600,http://www.golfop.com/,1992,"12501 Quivira Rd, Overland Park, KS 66213, USA",66213,,15.7
d7a625ff-803b-496c-8707-25710462edba,Sykes Lady Overland Park Golf Club South West Course,38.9017669,-94.7222016,KS,Overland Park,Public/Municipal,9,70,913-890-1600,http://www.golfop.com/,1971,"12501 Quivira Rd, Overland Park, KS 66213, USA",66213,,15.7
36990d72-7890-4214-957c-0f02886acf7d,Sykes Lady Overland Park Golf Club North South Course,38.9017669,-94.7222016,KS,Overland Park,Public/Municipal,9,70,913-890-1600,http://www.golfop.com/,1971,"12501 Quivira Rd, Overland Park, KS 66213, USA",66213,,15.7
ce407a0c-948b-470c-bc2a-8b685b88c44a,Falcon Valley Golf Course,38.9523982,-94.8092478,KS,Lenexa,Public,5,36,16745004852,http://www.falconvalleygolf.com/,2002,"9801 Falcon Valley Dr, Lenexa, KS 66220, USA",66220,,16.0
e5193f24-99ab-4b8e-be70-bdd37ab05fe2,Shawnee Golf Country Club Heartland Hills Course,39.0121095,-94.8564795,KS,Shawnee,Semi-Private,6,36,2545352419,http://www.shawneegolfcc.com/,2001,"6404 Hedge Ln Terrace, Shawnee, KS 66226, USA",66226,,16.1
252b983c-cfb7-4f1e-98e4-7cd1dd2b177e,Shawnee Golf Country Club Clear Creek Course,39.0121095,-94.8564795,KS,Shawnee,Semi-Private,5,36,2545352419,http://www.shawneegolfcc.com/,2001,"6404 Hedge Ln Terrace, Shawnee, KS 66226, USA",66226,,16.1
a8fa1ea8-5181-4129-9e90-52eac145e2ad,Shawnee Country Club,39.0121095,-94.8564795,KS,Shawnee,Private,11,71,2545352419,http://www.shawneegolfcc.com/,1915,"6404 Hedge Ln Terrace, Shawnee, KS 66226, USA",66226,,16.1
ba39f8f3-0ba6-4541-8e10-8f77354f58ec,Shawnee Golf Country Club Chapel Creek Course,39.0121095,-94.8564795,KS,Shawnee,Semi-Private,6,36,,http://www.shawneegolfcc.com/,2002,"6404 Hedge Ln Terrace, Shawnee, KS 66226, USA",66226,,16.1
a9bbf3ab-35c9-4f13-9559-761754977176,Nicklaus Golf Club At Lionsgate,38.8702094,-94.6575889,KS,Overland Park,Private,15,72,913-402-1000,https://www.invitedclubs.com/clubs/nicklaus-golf-club-at-lionsgate,2001,"14225 Dearborn St, Overland Park, KS 66223, USA",66223,,16.4
5c91eabf-ec11-4ab1-9c17-eff44a7643fd,Falcon Ridge Golf Course,38.9516195,-94.8207483,KS,Lenexa,Private,12,72,1.4444444444,https://falconridgegolfclub.com/,1997,"20200 Prairie Star Pkwy, Lenexa, KS 66220, USA",66220,,16.5
502ae265-f77b-45c5-a57e-c52efeb7783d,Yucca Ridge Golf Club,38.9516195,-94.8207483,KS,Lenexa,Public,,,1.4444444444,https://falconridgegolfclub.com/,2006,"20200 Prairie Star Pkwy, Lenexa, KS 66220, USA",66220,,16.5
e71b8ed6-ab04-42e2-b94f-e7e1ef76c301,St Andrews Golf Club,38.8828591,-94.7133949,KS,Overland Park,Public/Municipal,14,71,913-890-1600,http://www.golfop.com/,1920,"11099 W 135th St, Overland Park, KS 66221, USA",66221,,16.6
4f70615f-41f5-446e-aae2-2e6354ca9b86,Dubs Dread Golf Club,39.171835,-94.876137,KS,Kansas City,Public,8,72,6666666667,http://www.dubsdreadgolfclub.com/,1964,"12601 Hollingsworth Rd, Kansas City, KS 66109, USA",66109,,16.7
6c187016-df50-4cc9-9a01-eb000e0eac0a,Ironhorse Golf Club,38.8499546,-94.6341492,KS,Leawood,Public,16,72,913.685.4653,https://www.ironhorsegolf.com/,1995,"15400 Mission Rd, Leawood, KS 66224, USA",66224,,17.5
6f1dc079-10cb-4b6f-9f49-4fb7306c076e,Smileys Executive Golf Club,38.9440879,-94.8505554,KS,Lenexa,Public,10,60,2545352419,http://www.smileysgolf.com/,1948,"10195 Monticello Terrace, Lenexa, KS 66227, USA",66227,,18.1
98bb1ec2-b773-4de1-ae2b-6755e464da2e,Falcon Lakes Golf Course,39.1675542,-94.9075539,KS,Basehor,Public,11,72,,http://www.falconlakesgolf.com/,2002,"4605 Clubhouse Dr #19, Basehor, KS 66007, USA",66007,,18.2
18296719-463e-445f-860d-6188b63ec529,Eagles Landing Golf Course Of Belton,38.8337546,-94.5484899,MO,Belton,Public,10,72,,http://www.eagleslandinggolfcourse.com/,1965,"4200 Bong Ave, Belton, MO 64012, USA",64012,,18.4
50e28862-6c13-4233-a1c3-86b32c5614b8,Loch Lloyd Country Club Sechrest Nine,38.828762,-94.5895065,MO,Village of Loch Lloyd,Private/Resort,,,(816) 322-1022,http://www.lochlloyd.com/,2010,"16750 Country Club Dr, Village of Loch Lloyd, MO 64012, USA",64012,,18.7
9368302f-0a6b-4bc8-847f-ac33b605ba5a,Loch Lloyd Country Club,38.828762,-94.5895065,MO,Village of Loch Lloyd,Private/Resort,14,72,(816) 322-1022,http://www.lochlloyd.com/,1990,"16750 Country Club Dr, Village of Loch Lloyd, MO 64012, USA",64012,,18.7
f08ce2aa-7f48-4313-a1fa-d86cc1b03dde,Adams Golf Club,39.0236919,-94.240746,MO,Blue Springs,Public/Municipal,13,72,(816) 220-3673,https://www.adamspointegolfclub.com/,1963,"1601 NE R D Mize Rd, Blue Springs, MO 64014, USA",64014,,18.9
da3225b6-ba71-4076-be22-8c1fa8843919,Shiloh Springs Golf Club,39.3603935,-94.7304306,MO,Platte City,Public,13,71,7772962744,https://shilohspringsgc.com/,1995,"14750 Fairway Ln, Platte City, MO 64079, USA",64079,,19.8
dce31c00-7fa3-4ae3-b02c-e8b2f4e12f03,Shadow Glen The Golf Club,38.9384016,-94.8881767,KS,Olathe,Private,12,72,1323804656,http://www.shadowglen.org/,1989,"26000 Shadow Glen St, Olathe, KS 66061, USA",66227,,20.0
94a081fb-bedb-4f88-8077-f08256cbee96,Heritage Park Golf Course,38.830001,-94.7581533,KS,Olathe,Public/Municipal,11,71,9999999999,https://www.jcprd.com/267/Heritage-Park,1990,"16447 Constance St, Olathe, KS 66062, USA",66062,,21.0
dc980df2-9b2f-4dc4-aa91-b27241b1d45e,Leavenworth Golf Club,39.2656936,-94.9084854,KS,Lansing,Private,13,70,13053873361,https://leavenworthgc.com/,1920,"455 W Eisenhower Rd, Lansing, KS 66043, USA",66043,,21.1
80484d1b-8f46-47dc-9ebc-146e144631f8,Burning Tree Golf Club,38.9841558,-94.9598143,KS,De Soto,Public,6,35,(913) 999-1236,http://www.greatlife-burningtree.com/,2001,"7909 E Wyandotte St, De Soto, KS 66018, USA",66018,,22.0
9df71e30-01fe-40e8-a1ff-9401f2d9cb37,Mari Mac Golf Complex,39.3680619147,-94.3495720929,MO,Kearney,Public,15,54,,,1989,525 South Marimack Drive,64060,,22.2
1270f167-d66b-4c59-9d39-b9da7836f97d,Posse At Paradise Pointe Golf Complex,39.4203644574,-94.5450699629,MO,Smithville,Public,14,72,(816) 532-4100,http://www.paradisepointegolf.com,1980,Golf Course Road,64089,,22.2
e3b1274f-b8a4-4c25-8f48-d6ecfdd7fa97,Oak Country Club,38.9697647,-94.9621887,KS,De Soto,Public,16,66,913-583-3503,http://www.oakcountrygolfcourse.com/,1988,"8800 Scott Dr, De Soto, KS 66018, USA",66018,,22.5
71fce901-6976-4814-8c3d-443f3fd6d627,St Marys Public Golf Course,38.9697647,-94.9621887,KS,De Soto,Public,7,34,913-583-3503,http://www.oakcountrygolfcourse.com/,1920,"8800 Scott Dr, De Soto, KS 66018, USA",66018,,22.5
081a5bb6-0ee2-488a-b05b-af4a926de693,Outlaw At Paradise Pointe Golf Complex,39.431801112,-94.5442974867,MO,Smithville,Public,17,72,(816) 532-4100,http://www.paradisepointegolf.com,1994,Northeast 188th Street,64492,,23.0
18046706-5165-4002-b153-56f30fe20d56,Prairie Highlands Golf Course,38.8617337,-94.8857398,KS,Olathe,Public,14,72,7772962744,https://prairiehighlands.com/,2000,"14695 S Inverness St, Olathe, KS 66061, USA",66061,,23.3
c12c0637-6294-4f10-9210-7ec40ae95042,Wolf Creek Golf Club,38.7902687,-94.7560073,KS,Olathe,Private,15,72,14847694583,http://wolfcreekks.com/,1971,"18695 S Lackman Rd, Olathe, KS 66062, USA",66062,,23.4
835c8b00-a6cf-4873-8aed-1d59f2e76c03,Trails West Golf Course,39.3447287,-94.9227857,KS,Fort Leavenworth,Military,13,71,+1 (913) 651-7176,https://leavenworth.armymwr.com/programs/trails-west-golf-course,1900,"306 Cody Rd, Fort Leavenworth, KS 66027, USA",66027,,25.0
ccc83465-ad81-4269-9c36-74cf7f21ea4b,Gardner Golf Course,38.8412319,-94.9277799,KS,Gardner,Public,,,(913) 856-8858,http://www.gardnerksgolf.com/,1995,"15810 S Gardner Rd, Gardner, KS 66030, USA",66030,,25.9
81f3a574-54e2-42ab-8ebe-8e2ad52cc41f,Sycamore Valley Golf Course,38.7583389,-94.8376388,KS,Spring Hill,Public,10,71,(913) 592-5292,https://www.sycamoreridgegolf.com/,1973,"21731 Clubhouse Dr, Spring Hill, KS 66083, USA",66062,,27.4
97e137ae-7e9f-4fe4-ab96-6b66e0ad5ee6,Sycamore Ridge,38.7583389,-94.8376388,KS,Spring Hill,Public,10,72,(913) 592-5292,https://www.sycamoreridgegolf.com/,2000,"21731 Clubhouse Dr, Spring Hill, KS 66083, USA",66062,,27.4
d03e43a5-3617-4943-83ec-c20ac9a1adf5,Harrisonville Golf Club,38.6685584,-94.3302119,MO,Harrisonville,Municipal,7,35,1739918907,http://www.harrisonvillegolfclub.com/,1942,"706 Sandy Links Ln, Harrisonville, MO 64701, USA",64701,,32.6
93e48e25-5d86-4066-94e1-7ca0368e4131,Lawrence Country Club,38.9768698,-95.26365,KS,Lawrence,Private,13,70,(785) 843-2866,http://www.lawrencecountryclub.com/,1914,"400 Country Club Terrace, Lawrence, KS 66049, USA",66049,,37.7
ee797bd8-e3df-44fd-9697-3d8098258888,Paola Country Club,38.5906983,-94.8669738,KS,Paola,Private,8,36,1.0432357043,https://paolacountryclub.com/,1923,"29651 Old Kansas City Rd, Paola, KS 66071, USA",,,38.4
c1f79354-c59c-408a-b2b5-b1843ad27513,Orchards Executive Golf Course,38.9572649,-95.2724544,KS,Lawrence,Public,8,31,785-843-7456,https://www.theorchardslfk.com/,1979,"3000 Bob Billings Pkwy, Lawrence, KS 66049, USA",66049,,38.5
d9620d39-13eb-4013-ba6a-9cf9e35355b5,Alvamar Golf Club Members Course,38.951075,-95.29199,KS,Lawrence,Private,11,71,8000000000,http://www.thejayhawkclub.com/,1973,"1809 Crossgate Dr, Lawrence, KS 66047, USA",,,39.6
608f30b6-7f7f-4e74-9f67-4cbbc7916e1e,The Jayhawk Club,38.9511238,-95.2920379,KS,Lawrence,Private,10,72,8000000000,https://www.thejayhawkclub.com/,2019,"1809 Birdie Wy, Lawrence, KS 66047, USA",66047,,39.6
5a5d9263-38cc-4138-b962-51f84adeb3d9,Baldwin Golf Association,38.7718566,-95.200031,KS,Baldwin City,Semi-Private,,,,http://baldwincitygolf.com/,1950,"1102 Main St, Baldwin City, KS 66006, USA",66006,,40.4
8478adda-8196-4da7-8f1d-c92688143c80,The Links At Kansas Golf Club,38.9803122,-95.3184919,KS,Lawrence,Semi-Private,,,7245547281,http://www.linksatkansas.apartments/,,"5401 Rock Chalk Dr, Lawrence, KS 66049, USA",66049,,40.6
c0b97f70-084d-47e6-95ab-5de52cb947a8,Eagle Bend Golf Course,38.9217101,-95.3261296,KS,Lawrence,Public,9,72,5388081961,https://lawrenceks.org/lprd/eaglebend/,1998,"1250 E 902 Rd, Lawrence, KS 66049, USA",66047,,42.0
99037323-704c-4984-ad25-2fff09fbd4ec,Kira S Kingdom Golf Course,38.4877358,-94.439698,MO,Archie,Public,,,,,,"14209 State Rte A, Archie, MO 64725, USA",,,42.9
4bb7a9c9-fe69-4eb2-be07-a8dac52411d3,Copper Hill Golf Club,39.7096061,-94.7506484,MO,St Joseph,Public,6,29,,http://www.copperhillgolfclub.com/,,"6480 SE, SE U.S. Hwy 169, St Joseph, MO 64507, USA",,,43.1
33a3c069-08f2-4fa7-a59d-ed78e877ce34,Pineview Country Club,39.5238622,-95.1799867,KS,Atchison,Semi-Private,7,35,,,1909,"5882 Ottawa Rd, Atchison, KS 66002, USA",,,43.5
46d029fc-132a-45b0-ae78-2a1eebcc07d0,Atchison Golf Club At Bellevue,39.5743931,-95.147474,KS,Atchison,Semi-Private,13,71,+1-913-367-3022,https://www.atchisongolfclub.com/,1924,"1713 Country Club Rd, Atchison, KS 66002, USA",66002,,44.7
81bc8d5e-4468-436a-bcf9-c3a1ae31f2ab,Osawatomie Golf Course,38.5309789,-94.9936509,KS,Osawatomie,Public/Municipal,14,71,(913) 755-4769,http://www.osawatomiegolf.com/,1941,"32942 W Lakeside Dr, Osawatomie, KS 66064, USA",66064,,45.2
b356be82-909b-42b8-aebb-a21c2a596691,Fairview Golf Course,39.7467881,-94.8144168,MO,St Joseph,Public/Municipal,10,72,6213557520,https://www.stjosephmo.gov/242/Fairview-Golf-Course,1925,"3302 Pacific St, St Joseph, MO 64507, USA",64507,,46.4
2c78eb22-ed69-4b4d-b16f-6237eea333bd,Lake Perry Country Club,39.164935,-95.471576,KS,Ozawkie,Private,14,69,4514519223,https://greatlifetopeka.com/lake-perry/,1970,"6506 Cherokee Ln, Ozawkie, KS 66070, USA",66070,,48.1
928d7f26-bf03-4017-bb44-9c0a0360e38a,Moila Country Club,39.7727966,-94.8237838,MO,St Joseph,Private,16,71,,,1920,"701 N Noyes Blvd, St Joseph, MO 64506, USA",64506,,48.3
6cecbdff-b993-481f-9426-3d802a0cd88c,Ottawa Golf Course,38.6246118,-95.2554684,KS,Ottawa,Public,8,35,,https://www.ottawaks.gov/golf,1920,"1001 E Logan St, Ottawa, KS 66067, USA",66067,,49.0
